"","caseid","year","degree","consci"
"32900",32900,1996,"High School","Only Some"
"32901",32901,1996,"High School","A Great Deal"
"32905",32905,1996,"High School","A Great Deal"
"32906",32906,1996,"Graduate","A Great Deal"
"32907",32907,1996,"Lt High School","Only Some"
"32908",32908,1996,"Bachelor","Only Some"
"32910",32910,1996,"High School","Hardly Any"
"32912",32912,1996,"Bachelor","A Great Deal"
"32913",32913,1996,"Lt High School","Only Some"
"32915",32915,1996,"Bachelor","Only Some"
"32916",32916,1996,"High School","Only Some"
"32919",32919,1996,"Graduate","A Great Deal"
"32921",32921,1996,"High School","A Great Deal"
"32923",32923,1996,"Graduate","Only Some"
"32924",32924,1996,"High School","A Great Deal"
"32925",32925,1996,"Bachelor","Only Some"
"32928",32928,1996,"High School","A Great Deal"
"32929",32929,1996,"Bachelor","Only Some"
"32931",32931,1996,"High School","A Great Deal"
"32932",32932,1996,"Lt High School","A Great Deal"
"32933",32933,1996,"Lt High School","Only Some"
"32934",32934,1996,"High School","Only Some"
"32937",32937,1996,"High School","Only Some"
"32938",32938,1996,"High School","Only Some"
"32940",32940,1996,"Lt High School","Only Some"
"32941",32941,1996,"High School","Only Some"
"32942",32942,1996,"Lt High School","A Great Deal"
"32944",32944,1996,"High School","Only Some"
"32947",32947,1996,"High School","Hardly Any"
"32948",32948,1996,"Bachelor","Only Some"
"32949",32949,1996,"High School","Only Some"
"32952",32952,1996,"Bachelor","Only Some"
"32953",32953,1996,"Graduate","A Great Deal"
"32954",32954,1996,"Graduate","A Great Deal"
"32956",32956,1996,"Graduate","Only Some"
"32958",32958,1996,"Bachelor","Only Some"
"32960",32960,1996,"Bachelor","A Great Deal"
"32962",32962,1996,"Junior College","Only Some"
"32964",32964,1996,"Junior College","Hardly Any"
"32965",32965,1996,"High School","Only Some"
"32968",32968,1996,"High School","Only Some"
"32969",32969,1996,"Graduate","A Great Deal"
"32970",32970,1996,"High School","A Great Deal"
"32971",32971,1996,"Graduate","Only Some"
"32973",32973,1996,"High School","Hardly Any"
"32974",32974,1996,"High School","Only Some"
"32975",32975,1996,"Bachelor","A Great Deal"
"32977",32977,1996,"Bachelor","A Great Deal"
"32978",32978,1996,"High School","A Great Deal"
"32983",32983,1996,"Bachelor","Only Some"
"32984",32984,1996,"High School","A Great Deal"
"32985",32985,1996,"Bachelor","A Great Deal"
"32987",32987,1996,"Bachelor","A Great Deal"
"32988",32988,1996,"High School","Only Some"
"32989",32989,1996,"High School","Hardly Any"
"32991",32991,1996,"Bachelor","Only Some"
"32993",32993,1996,"Bachelor","Only Some"
"32994",32994,1996,"Graduate","Only Some"
"32997",32997,1996,"Graduate","Only Some"
"32998",32998,1996,"High School","Only Some"
"33000",33000,1996,"High School","Only Some"
"33001",33001,1996,"High School","Only Some"
"33002",33002,1996,"High School","Only Some"
"33003",33003,1996,"Graduate","Only Some"
"33005",33005,1996,"Bachelor","A Great Deal"
"33006",33006,1996,"Graduate","A Great Deal"
"33007",33007,1996,"Bachelor","A Great Deal"
"33008",33008,1996,"Bachelor","Only Some"
"33011",33011,1996,"Bachelor","Only Some"
"33012",33012,1996,"Graduate","Only Some"
"33014",33014,1996,"High School","Only Some"
"33017",33017,1996,"Lt High School","Only Some"
"33019",33019,1996,"Bachelor","A Great Deal"
"33020",33020,1996,"Bachelor","A Great Deal"
"33021",33021,1996,"Bachelor","A Great Deal"
"33022",33022,1996,"High School","A Great Deal"
"33023",33023,1996,"Graduate","A Great Deal"
"33024",33024,1996,"Graduate","Only Some"
"33026",33026,1996,"High School","Only Some"
"33027",33027,1996,"High School","A Great Deal"
"33028",33028,1996,"Bachelor","A Great Deal"
"33029",33029,1996,"High School","A Great Deal"
"33030",33030,1996,"Bachelor","A Great Deal"
"33031",33031,1996,"Bachelor","A Great Deal"
"33032",33032,1996,"High School","A Great Deal"
"33034",33034,1996,"High School","A Great Deal"
"33035",33035,1996,"Bachelor","Only Some"
"33036",33036,1996,"Bachelor","Only Some"
"33042",33042,1996,"High School","Only Some"
"33043",33043,1996,"Bachelor","A Great Deal"
"33044",33044,1996,"High School","Hardly Any"
"33045",33045,1996,"High School","Hardly Any"
"33047",33047,1996,"Lt High School","Only Some"
"33050",33050,1996,"High School","Only Some"
"33052",33052,1996,"High School","Hardly Any"
"33054",33054,1996,"Graduate","A Great Deal"
"33055",33055,1996,"High School","A Great Deal"
"33056",33056,1996,"High School","A Great Deal"
"33057",33057,1996,"High School","Only Some"
"33059",33059,1996,"Bachelor","Only Some"
"33062",33062,1996,"Lt High School","A Great Deal"
"33063",33063,1996,"High School","A Great Deal"
"33065",33065,1996,"Bachelor","A Great Deal"
"33066",33066,1996,"Lt High School","Only Some"
"33067",33067,1996,"Bachelor","Only Some"
"33069",33069,1996,"Junior College","Only Some"
"33070",33070,1996,"Junior College","Hardly Any"
"33073",33073,1996,"Bachelor","Only Some"
"33074",33074,1996,"Graduate","A Great Deal"
"33075",33075,1996,"Bachelor","Only Some"
"33077",33077,1996,"Lt High School","Only Some"
"33078",33078,1996,"High School","Only Some"
"33081",33081,1996,"Bachelor","Only Some"
"33082",33082,1996,"Graduate","A Great Deal"
"33086",33086,1996,"Graduate","A Great Deal"
"33087",33087,1996,"Junior College","Hardly Any"
"33092",33092,1996,"High School","Only Some"
"33094",33094,1996,"High School","A Great Deal"
"33095",33095,1996,"Graduate","Only Some"
"33098",33098,1996,"Bachelor","A Great Deal"
"33099",33099,1996,"High School","Only Some"
"33101",33101,1996,"High School","Hardly Any"
"33102",33102,1996,"High School","A Great Deal"
"33104",33104,1996,"High School","Only Some"
"33105",33105,1996,"High School","A Great Deal"
"33106",33106,1996,"High School","Only Some"
"33109",33109,1996,"High School","Only Some"
"33110",33110,1996,"High School","Only Some"
"33111",33111,1996,"High School","A Great Deal"
"33112",33112,1996,"Bachelor","A Great Deal"
"33114",33114,1996,"Bachelor","A Great Deal"
"33115",33115,1996,"Bachelor","Only Some"
"33116",33116,1996,"Bachelor","A Great Deal"
"33117",33117,1996,"High School","A Great Deal"
"33120",33120,1996,"Bachelor","Only Some"
"33122",33122,1996,"Bachelor","Only Some"
"33123",33123,1996,"Bachelor","Only Some"
"33126",33126,1996,"Bachelor","A Great Deal"
"33128",33128,1996,"Bachelor","A Great Deal"
"33131",33131,1996,"Bachelor","Only Some"
"33135",33135,1996,"Junior College","A Great Deal"
"33136",33136,1996,"Graduate","A Great Deal"
"33137",33137,1996,"Bachelor","A Great Deal"
"33139",33139,1996,"Graduate","Only Some"
"33140",33140,1996,"High School","Only Some"
"33141",33141,1996,"High School","A Great Deal"
"33142",33142,1996,"High School","Only Some"
"33143",33143,1996,"High School","Only Some"
"33145",33145,1996,"Bachelor","A Great Deal"
"33146",33146,1996,"High School","A Great Deal"
"33148",33148,1996,"High School","Only Some"
"33152",33152,1996,"High School","Only Some"
"33154",33154,1996,"High School","Only Some"
"33155",33155,1996,"Lt High School","Only Some"
"33156",33156,1996,"High School","A Great Deal"
"33157",33157,1996,"Bachelor","A Great Deal"
"33159",33159,1996,"High School","A Great Deal"
"33160",33160,1996,"Bachelor","Only Some"
"33161",33161,1996,"Lt High School","A Great Deal"
"33162",33162,1996,"High School","Only Some"
"33163",33163,1996,"Bachelor","A Great Deal"
"33164",33164,1996,"Bachelor","A Great Deal"
"33165",33165,1996,"Junior College","A Great Deal"
"33167",33167,1996,"High School","Only Some"
"33168",33168,1996,"High School","Only Some"
"33170",33170,1996,"Lt High School","A Great Deal"
"33171",33171,1996,"Lt High School","A Great Deal"
"33172",33172,1996,"High School","A Great Deal"
"33178",33178,1996,"Bachelor","A Great Deal"
"33179",33179,1996,"High School","Only Some"
"33181",33181,1996,"Junior College","Only Some"
"33182",33182,1996,"Junior College","A Great Deal"
"33184",33184,1996,"Bachelor","Only Some"
"33185",33185,1996,"High School","Only Some"
"33186",33186,1996,"High School","Only Some"
"33189",33189,1996,"Junior College","A Great Deal"
"33190",33190,1996,"Lt High School","Only Some"
"33191",33191,1996,"High School","A Great Deal"
"33193",33193,1996,"High School","Only Some"
"33196",33196,1996,"High School","A Great Deal"
"33197",33197,1996,"High School","A Great Deal"
"33198",33198,1996,"High School","A Great Deal"
"33200",33200,1996,"High School","Only Some"
"33201",33201,1996,"High School","A Great Deal"
"33202",33202,1996,"High School","Only Some"
"33205",33205,1996,"Lt High School","Hardly Any"
"33206",33206,1996,"Lt High School","A Great Deal"
"33207",33207,1996,"High School","A Great Deal"
"33210",33210,1996,"Graduate","Only Some"
"33211",33211,1996,"Bachelor","A Great Deal"
"33213",33213,1996,"High School","A Great Deal"
"33215",33215,1996,"Bachelor","Only Some"
"33216",33216,1996,"Bachelor","A Great Deal"
"33219",33219,1996,"High School","A Great Deal"
"33220",33220,1996,"High School","Only Some"
"33221",33221,1996,"Bachelor","A Great Deal"
"33222",33222,1996,"Lt High School","A Great Deal"
"33224",33224,1996,"High School","Only Some"
"33225",33225,1996,"Junior College","Only Some"
"33226",33226,1996,"High School","A Great Deal"
"33227",33227,1996,"High School","Only Some"
"33229",33229,1996,"High School","A Great Deal"
"33230",33230,1996,"Graduate","Only Some"
"33231",33231,1996,"High School","A Great Deal"
"33236",33236,1996,"High School","A Great Deal"
"33237",33237,1996,"High School","Only Some"
"33238",33238,1996,"High School","A Great Deal"
"33240",33240,1996,"Bachelor","A Great Deal"
"33242",33242,1996,"High School","Only Some"
"33243",33243,1996,"High School","A Great Deal"
"33246",33246,1996,"High School","Only Some"
"33249",33249,1996,"High School","Only Some"
"33250",33250,1996,"Graduate","Only Some"
"33252",33252,1996,"Bachelor","A Great Deal"
"33253",33253,1996,"Bachelor","A Great Deal"
"33255",33255,1996,"High School","Only Some"
"33256",33256,1996,"Bachelor","A Great Deal"
"33258",33258,1996,"Junior College","Only Some"
"33259",33259,1996,"High School","A Great Deal"
"33261",33261,1996,"High School","Hardly Any"
"33262",33262,1996,"Bachelor","A Great Deal"
"33263",33263,1996,"High School","Only Some"
"33265",33265,1996,"Bachelor","Only Some"
"33266",33266,1996,"High School","Only Some"
"33267",33267,1996,"High School","A Great Deal"
"33269",33269,1996,"High School","A Great Deal"
"33272",33272,1996,"High School","A Great Deal"
"33273",33273,1996,"Bachelor","A Great Deal"
"33277",33277,1996,"High School","Only Some"
"33278",33278,1996,"High School","A Great Deal"
"33279",33279,1996,"High School","A Great Deal"
"33280",33280,1996,"Lt High School","Only Some"
"33281",33281,1996,"High School","A Great Deal"
"33282",33282,1996,"Bachelor","A Great Deal"
"33284",33284,1996,"Graduate","A Great Deal"
"33286",33286,1996,"High School","A Great Deal"
"33288",33288,1996,"High School","Only Some"
"33290",33290,1996,"High School","A Great Deal"
"33291",33291,1996,"Junior College","Only Some"
"33292",33292,1996,"Junior College","Only Some"
"33293",33293,1996,"High School","Only Some"
"33295",33295,1996,"High School","A Great Deal"
"33296",33296,1996,"High School","Only Some"
"33299",33299,1996,"Graduate","A Great Deal"
"33302",33302,1996,"Graduate","A Great Deal"
"33303",33303,1996,"Graduate","Only Some"
"33304",33304,1996,"High School","Only Some"
"33306",33306,1996,"High School","Only Some"
"33307",33307,1996,"High School","Hardly Any"
"33310",33310,1996,"High School","Only Some"
"33312",33312,1996,"Lt High School","A Great Deal"
"33316",33316,1996,"High School","Only Some"
"33317",33317,1996,"Graduate","A Great Deal"
"33318",33318,1996,"High School","A Great Deal"
"33320",33320,1996,"High School","A Great Deal"
"33321",33321,1996,"High School","Only Some"
"33324",33324,1996,"High School","A Great Deal"
"33325",33325,1996,"Graduate","A Great Deal"
"33328",33328,1996,"High School","A Great Deal"
"33329",33329,1996,"High School","Only Some"
"33330",33330,1996,"High School","A Great Deal"
"33331",33331,1996,"Bachelor","A Great Deal"
"33332",33332,1996,"High School","A Great Deal"
"33334",33334,1996,"Graduate","Only Some"
"33337",33337,1996,"High School","A Great Deal"
"33340",33340,1996,"Lt High School","Only Some"
"33341",33341,1996,"High School","Only Some"
"33342",33342,1996,"High School","Only Some"
"33345",33345,1996,"Bachelor","Only Some"
"33346",33346,1996,"Junior College","A Great Deal"
"33347",33347,1996,"Bachelor","A Great Deal"
"33348",33348,1996,"High School","A Great Deal"
"33349",33349,1996,"Junior College","Only Some"
"33352",33352,1996,"Bachelor","A Great Deal"
"33355",33355,1996,"Bachelor","A Great Deal"
"33356",33356,1996,"High School","A Great Deal"
"33357",33357,1996,"Bachelor","Only Some"
"33358",33358,1996,"Bachelor","Only Some"
"33359",33359,1996,"High School","Only Some"
"33361",33361,1996,"High School","A Great Deal"
"33363",33363,1996,"Bachelor","A Great Deal"
"33364",33364,1996,"Bachelor","A Great Deal"
"33366",33366,1996,"Bachelor","Only Some"
"33367",33367,1996,"High School","Only Some"
"33369",33369,1996,"High School","A Great Deal"
"33370",33370,1996,"Bachelor","Only Some"
"33375",33375,1996,"Junior College","A Great Deal"
"33376",33376,1996,"High School","A Great Deal"
"33377",33377,1996,"Graduate","A Great Deal"
"33378",33378,1996,"Junior College","Only Some"
"33379",33379,1996,"High School","Only Some"
"33381",33381,1996,"Bachelor","A Great Deal"
"33383",33383,1996,"Junior College","Only Some"
"33384",33384,1996,"High School","A Great Deal"
"33385",33385,1996,"Lt High School","Only Some"
"33388",33388,1996,"High School","Only Some"
"33391",33391,1996,"Bachelor","A Great Deal"
"33392",33392,1996,"Bachelor","A Great Deal"
"33393",33393,1996,"High School","A Great Deal"
"33394",33394,1996,"Graduate","A Great Deal"
"33396",33396,1996,"High School","A Great Deal"
"33397",33397,1996,"High School","A Great Deal"
"33400",33400,1996,"High School","Only Some"
"33401",33401,1996,"High School","Only Some"
"33403",33403,1996,"High School","Only Some"
"33405",33405,1996,"High School","A Great Deal"
"33407",33407,1996,"Lt High School","Hardly Any"
"33409",33409,1996,"Graduate","A Great Deal"
"33410",33410,1996,"High School","A Great Deal"
"33411",33411,1996,"High School","Only Some"
"33413",33413,1996,"Lt High School","A Great Deal"
"33415",33415,1996,"Junior College","Only Some"
"33417",33417,1996,"High School","Only Some"
"33418",33418,1996,"Bachelor","Only Some"
"33420",33420,1996,"High School","Hardly Any"
"33421",33421,1996,"Bachelor","Only Some"
"33423",33423,1996,"Junior College","A Great Deal"
"33424",33424,1996,"Graduate","A Great Deal"
"33427",33427,1996,"Bachelor","A Great Deal"
"33428",33428,1996,"High School","Only Some"
"33429",33429,1996,"High School","Only Some"
"33430",33430,1996,"Bachelor","A Great Deal"
"33431",33431,1996,"High School","Only Some"
"33433",33433,1996,"Bachelor","A Great Deal"
"33434",33434,1996,"High School","Hardly Any"
"33435",33435,1996,"High School","A Great Deal"
"33436",33436,1996,"High School","A Great Deal"
"33437",33437,1996,"High School","Only Some"
"33439",33439,1996,"Graduate","A Great Deal"
"33440",33440,1996,"Bachelor","Only Some"
"33442",33442,1996,"Bachelor","A Great Deal"
"33443",33443,1996,"High School","A Great Deal"
"33445",33445,1996,"Lt High School","A Great Deal"
"33446",33446,1996,"High School","Only Some"
"33447",33447,1996,"Bachelor","Only Some"
"33448",33448,1996,"High School","Only Some"
"33450",33450,1996,"High School","Only Some"
"33452",33452,1996,"High School","Only Some"
"33456",33456,1996,"High School","Only Some"
"33458",33458,1996,"Junior College","A Great Deal"
"33459",33459,1996,"Junior College","A Great Deal"
"33460",33460,1996,"Junior College","A Great Deal"
"33462",33462,1996,"High School","A Great Deal"
"33463",33463,1996,"Lt High School","Only Some"
"33465",33465,1996,"Graduate","Only Some"
"33466",33466,1996,"High School","A Great Deal"
"33467",33467,1996,"Graduate","Only Some"
"33469",33469,1996,"Bachelor","A Great Deal"
"33470",33470,1996,"High School","Only Some"
"33471",33471,1996,"Junior College","Only Some"
